53030|21|2310|1522|466
51410|24|5455|13959|14357
36936|25|6337|5358|9986
2127|25|5626|12478|15653
939|25|5571|14481|13756
40062|25|2916|12723|11650
34763|21|4898|12999|11949
8142|25|6426|16217|12738
10556|26|6499|16358|13327
22564|100|5793|16957|16406
15050|25|2869|7500|6658
9568|25|5895|17684|17056
44627|50|6529|10579|9406
234|80|3589|6744|5932
19515|25|6612|16514|15949
11235|25|4699|13582|2238
49646|22|2357|5398|4725
45820|100|6054|15718|14719
59230|25|4672|14937|15790
13448|25|3219|3824|10873
43573|25|4946|6678|5867
57999|25|4471|16802|16137
14779|86|6325|12701|11625
11733|25|6901|16542|15872
33588|51|4649|7994|7110
30582|25|6121|270|13444
1215|25|5809|14968|14123
21856|25|5153|14481|13091
31469|24|4598|17249|16614
91|25|5219|11110|9930
5891|25|4699|16973|13311
37274|25|5257|13854|12860
21805|25|6337|12804|13031
59078|25|2354|7419|6586
55900|25|5312|13915|12913
34717|25|4669|15882|14603
1641|25|5107|3990|4489
43092|25|6540|16422|15733
22750|25|4585|13685|12667
55916|12|3047|707|629
30083|26|5140|14326|12589
56644|25|6493|14092|11709
60396|24|4679|14675|13814
47848|25|6434|8017|7127
27694|25|6048|1162|1016
21032|25|4598|12394|11244
25279|48|4375|5642|4940
32552|25|2671|9269|8299
3911|54|630|12393|11242
58864|21|4879|12074|11929
32870|25|6686|1427|5879
11277|25|5221|13768|12768
7487|25|5046|14077|15586
15451|25|4759|13628|12715
42519|25|2963|16422|15733
53887|50|5835|15031|14181
54574|25|5685|15257|14405
46162|21|1582|11329|10144
43494|25|4336|11813|10631
10796|24|4892|12994|11942
39951|79,95|1592|4412|3831
27557|20|2265|6871|6058
33270|25|3940|12346|12591
55843|24|6194|15761|12996
9367|25,36|6177|13071|16511
45032|25|5698|12733|11657
42287|25,72|4475|9527|8519
35656|25|6904|17197|16551
50621|25|911|4211|3663
60572|24|5865|15150|15920
58500|25|5752|14897|14038
43802|22|1746|2907|4380
37974|33|6529|10572|9400
5284|24|3940|15995|16401
284|25|6679|11516|10334
38771|25|6775|16582|13299
28831|25|5793|9575|5823
3518|50|6529|13893|10555
12667|72|1981|1356|1187
34553|25|447|5626|557
58652|24|6001|3541|9989
12544|25|6635|11327|5793
9686|22|7177|9385|8390
23073|25|6023|14896|14037
63|24|3940|7103|10073
4634|25|5594|1823|1547
57516|21|4214|11692|10430
12172|79|562|1409|1243
6800|25|5646|14656|16982
27193|86|4603|12409|14087
3615|21|2538|3083|6733
36698|25|1715|4841|4232
25562|25|5434|14152|13198
10879|25|6293|13753|14416
52912|21|2750|334|10032
42372|24|4226|4297|3735
9375|25|4567|16209|15485
6078|24|1072|2914|2526
60174|25|540|1361|1193
22410|50|7140|3850|3368
17189|25|6319|1823|1599
27909|25|6350|4292|3730
24462|25|4838|12911|11850
48109|25|6061|15507|14722
2038|79|900|2537|8175
46638|21|717|7126|6319
43219|23|6822|13628|13974
50580|25|6423|15306|14483
28281|25|5945|4245|2358
7717|22|2188|11420|10228
58401|25|1313|3080|8316
2339|25|641|6240|5469
39868|25|4776|12772|12021
14532|25|5224|14173|13427
24523|21|284|14190|13230
591|25|4768|726|3889
49887|25|4641|12346|14631
186|25|6882|17137|15418
35236|25|1034|9923|12308
49747|79|757|2168|1897
30415|25|4942|13079|12040
13177|25|6679|11516|10334
50260|25|2892|8449|7500
1455|25|5078|11034|5960
43441|24|5526|12686|12021
43668|25|6879|17128|16485
59187|21|2587|2079|304
5713|25|103|17419|14824
39473|25|6763|15034|14184
8673|25|6898|16093|12463
22385|25|6984|8817|5912
53712|25|1737|4932|4311
36052|25|5132|13585|14248
18759|25|1968|5953|5229
57424|22|1887|7005|6198
9359|25|5003|11584|12213
51319|86|870|2412|2082
60757|12|544|7411|6579
53792|25|6668|16909|16888
26438|25,48|3940|17684|14650
28788|22|2301|6968|6160
37603|19|2925|766|686
34853|25|5988|13821|13334
37940|5,97|3346|16234|6750
1453|25|4131|12182|13605
9475|25|5966|12128|11034
58757|25|4200|547|10401
2758|86|3361|9198|8216
13118|25|4423|14972|12021
31338|25|382|2646|2299
58893|25|1350|3576|3131
61390|4|4036|3575|3130
47489|25|3110|9720|8693
8324|97|6471|5257|4604
53934|25|1289|3381|2968
49755|35|5122|418|10263
47696|86|2070|15255|14400
57193|24|3940|3954|3452
46082|25|594|2835|2465
9584|25|3043|8821|7844
37836|25|4755|15150|14287
32800|25|3177|7820|2978
55184|86|1815|5411|4735
53817|48|3940|2420|2088
17453|25|1995|7678|17207
28112|25|6879|17128|16485
35260|25|2336|15032|16711
46425|25,86|5846|15061|14215
8157|23|6291|15972|16903
23573|21|2585|15712|14967
38150|21|1881|7628|6781
39711|25|6635|1011|5827
61175|25|4471|16802|16137
57552|24|4785|12804|13031
45395|24|5950|6567|5752
53379|25|4471|13888|16137
30997|25|3940|9959|8895
10097|24|3940|16383|15767
40178|25|6800|13915|12913
29995|24|5256|13695|12678
50483|24|5606|632|559
46863|38,35|6823|12830|13489
49034|25|6763|15034|14184
27925|38|4540|16632|15985
16665|25|6490|16334|15626
42836|25|5571|5144|10025
29209|80,79|1789|7558|6714
43628|48|4641|17182|16922
50760|25|5224|16894|14603
12713|25|5211|15547|14778
6018|25|6280|16649|16005
41221|25|6632|14598|13718
15283|24|6437|13729|12720
20474|25|5875|14788|13935
36048|25|4622|11109|574
52520|25|3155|11337|8191
56923|25|6809|16977|16334
6113|25|4768|726|3889
31809|25|6645|15398|14603
2222|4|552|1395|1229
452|25|5871|12804|13031
40921|25|4827|13545|12526
33130|25|5353|5974|5249
29078|86|809|4341|3765
10558|4|4036|3575|3130
37202|25|5871|12303|14275
10711|25|5571|14481|13572
46330|25|5416|13915|12913
38282|25|2785|11152|10483
37530|25|1034|4720|4117
20773|24|6280|15242|12481
2933|24|5950|6567|5752
32832|12|4041|4653|4060
19618|25|5881|17702|13091
296|25|6984|3263|2860
10743|97|724|782|1836
2613|21|165|7144|6334
38840|22|1664|4637|4041
25536|25|340|6343|5559
61287|25|5107|17536|12030
22573|25|6367|5974|5249
40686|25,36|6238|15954|15214
9932|25,86|5933|16611|15955
25897|22|2432|17792|7498
37228|25|1308|3515|3084
55572|25|5966|12490|12545
25844|8|2992|3618|7880
11383|25|6818|6681|4427
43968|25|1326|8100|7189
41297|25|1968|5953|5229
3873|24|6567|16480|15793
35950|51|6529|5225|6955
61698|25|5167|13786|12788
38130|25|4613|17319|16592
27662|25|5036|17015|13305
39992|25|5468|14736|11799
12903|25|6105|15610|15513
44848|24|5660|17609|13820
41737|38|1583|12145|16261
16278|25|3163|17623|12021
3170|24|5697|2353|9804
45377|25|5800|14961|14115
56886|25|447|3724|3272
27600|21|2750|1292|10032
6338|21|1911|5940|5029
20845|25|4471|16802|16137
59638|48|4406|12111|10862
226|25|460|14359|13439
17601|21|1898|862|760
45258|25|5745|14667|13805
54142|25|3940|3113|5009
1961|25|4023|783|697
42136|48|6952|15896|10810
59167|24,74|6853|15357|16410
48783|25|4544|12290|11130
58264|25|5732|12327|11165
20126|100|6325|14331|16390
40306|25|4426|13768|12768
12370|24|5006|16909|16256
41170|86|558|7358|6526
6281|25|6192|11034|1569
3845|25|6513|16373|11820
47097|50|6471|9486|8478
22339|25|5221|13768|12768
7819|22|2836|3532|8485
22597|24|6280|13671|12481
28273|21|4403|3036|2641
47344|25|1947|5877|5161
17040|25|318|858|757
8262|25|5959|15304|14482
23284|25|5224|1300|10383
4644|25|4007|10848|9657
44801|97|2203|4279|7790
60705|22|1587|1502|5362
30650|25|6054|17601|14714
3264|25|4641|49|38
49179|25|6319|4769|4164
50074|25|4786|3508|1475
53880|25|6345|15240|13756
26994|48|3940|14292|15418
57128|25|4517|17271|11794
1776|25|3344|7848|8937
51494|25|6529|5308|4647
43923|48,24|3940|12290|11130
27014|22|3923|9706|8677
52938|48,25|6232|15976|15976
3419|25|1079|10488|2567
8590|97,50,33|6471|1167|1021
4661|24|5232|3776|7662
45625|100|5503|17645|11490
19248|48|3940|16383|11738
60716|25|3940|1797|9893
52641|25|4471|16802|16137
28162|25|4231|911|801
58313|25|382|7411|6579
17233|25|3941|1425|1256
46665|25|1273|11966|10804
9894|33|5098|14632|11482
60607|24|4843|16946|16300
21317|86|6471|3581|3138
50427|25|6450|1518|14421
31291|25|6898|15306|14483
48066|25|4549|14796|13941
60054|25|2489|7433|6603
10098|72|1865|16433|15745
24718|22|7168|8134|4863
29232|25|6043|6708|1576
50634|25,86|5570|14479|15182
12210|25|3970|10795|9607
26100|25|4641|14894|15250
57925|25|5462|14222|13254
5973|25|5232|14223|13091
28458|25|3164|6154|10460
54452|48|30|14294|13782
38504|25|5780|14943|15840
52657|4|687|1952|1715
52021|48|5347|12914|11852
4998|25|7133|11084|9847
52617|25|4622|7101|7623
13006|25|5872|15916|15194
31372|12|914|1098|957
34845|44|6146|8861|7885
58901|48|3350|4366|4964
52077|25|4485|15920|16234
32965|25|6198|15138|14276
40561|79|4259|11679|10489
28516|79|2548|7626|6779
32830|22|3923|3080|3745
50809|25|2516|7507|6665
49874|25|641|2527|2184
38595|21|3172|9428|8433
28599|17|2088|2802|9589
25514|25|6984|3263|2860
51531|25|5513|14338|13411
49293|25|3911|3800|3326
7447|51|1565|8877|6041
2934|25|5966|13542|13091
16771|25|2964|1540|7497
51959|72|2680|7856|7001
46992|25|4622|619|5919
50452|25|4847|12537|11374
3411|25|6985|15905|13057
4768|25|6072|15519|14745
8492|25|769|3478|3052
20786|72|1632|12324|11163
29245|11,85|3012|5789|5092
46413|26|4445|11998|12160
3113|25|160|11575|10387
27232|80,89|2709|3008|2611
42188|25|594|2835|2465
51711|25|4546|12317|11325
45880|25|160|11576|10387
18372|24|5522|12804|13031
11878|25|6006|15560|14790
44334|25|6511|15559|14789
49588|86|3991|10827|9636
35169|25|6679|11516|10334
35378|24|4842|14607|13223
43313|25|6668|2579|10055
13704|25|7082|17574|16945
20321|25|5526|4148|1845
22134|25|4517|15487|12021
37946|25|2690|7873|7019
31091|86|7052|16187|16563
46382|25|6686|16942|16336
49319|24|4741|12081|11359
15247|30|6529|13527|12504
42314|24|5712|17309|15718
36057|25|5745|14667|13805
17287|4|205|469|411
41402|4,3,2|4161|6884|6070
60181|25|5900|13815|12827
1815|25|5895|17092|14650
60937|25|4023|8452|7504
35786|25|1617|16142|12361
53865|25|4087|11156|9967
39261|25|3940|14482|12625
15198|72|1256|7599|6756
38909|25|3177|9390|8395
21915|25|3866|16024|13605
12854|24|6640|3044|4435
9471|25|5314|8868|12030
33731|35|6529|5183|3523
28050|25|5529|6668|5848
1823|72|7081|17567|16938
46716|25|4150|13232|11947
21948|25|6379|9383|10057
3552|25|1734|3463|11808
40195|25|1433|12207|11041
6164|25|3494|3317|2915
31189|25|2111|661|2825
29470|50|5835|15031|14181
33016|25|5598|14536|13634
37817|25|6379|11488|9862
59691|86|2452|14230|15554
60471|25|5076|12452|12095
16622|11,85|3283|8157|7243
41750|21|3056|9655|7864
6140|86|6139|15675|13478
9247|43|7145|14815|11105
25776|25|6645|12179|11015
32813|21|1911|9182|5029
5950|25|7080|14223|15250
37635|25|5809|14968|14123
44287|25|166|2749|2390
35735|25|2896|4440|3861
32551|25|6270|1631|13427
22270|25|911|5974|9861
3565|25|2671|7844|6993
60365|19|1675|11314|10136
2685|25|6668|16909|13605
24777|25|3216|6193|5438
3491|25|1954|15127|16061
25724|24|4519|12239|11078
41800|72|6573|14|6037
35465|25|4660|13221|11390
49843|72|3240|9347|8359
12183|25,36|4607|12419|11270
17162|12|1026|7371|6541
32238|24|6361|3464|3039
41784|24|4580|12357|11209
51396|79|3655|618|548
6003|51|4649|6739|5927
34983|25|79|14328|12021
60032|25|5571|14481|12111
39781|25,72|6017|17102|14199
16984|25|4785|12804|13031
55926|25|5966|17339|14337
59158|25|5793|12804|13031
53783|24|5243|13808|15250
5316|25|2273|3498|3068
51144|25|4669|16448|10954
59002|25|7046|14217|1478
12205|22|104|6476|5675
32028|25|6818|12542|13091
48210|80|1457|8679|7715
54317|84|3479|3884|3398
48219|25|3422|10759|16980
49983|25|3190|16624|15250
29920|24|4785|12804|12164
13203|24|6041|10923|9721
53075|25|6339|16021|15287
374|25|4471|16802|16137
29114|25|2795|6677|5864
20636|24|4226|4297|3735
8959|25|2942|13466|15175
50620|24|11|3051|7658
29570|22|1061|6186|5430
25389|25|6292|16108|15406
10586|100|5793|16367|15661
56585|4|2533|7568|6726
50293|25|3866|14481|13756
50140|25|6361|3464|14758
12282|21|89|7312|134
49694|25|6270|17197|13427
42430|48|3940|16383|14053
38457|25|6339|10210|9893
18682|24|4874|14062|13113
14554|25|6984|8817|3679
14726|8|2992|8857|7880
40423|25|7080|14656|16982
48822|24|4581|14256|13296
42907|25|1424|10009|466
57820|48|3940|8039|7142
10923|22|6|13|9
59795|21,40|4209|11612|10418
18371|25|4518|14260|13305
48412|25|4673|13585|13031
7178|24|5528|12081|12647
21101|24|6446|16261|15544
60535|25|447|2021|1772
59831|25|1424|4090|3569
27419|25|5883|15195|14331
59223|21|2672|11944|10769
4213|24|5008|14796|13941
35019|86|4144|11766|10578
18691|23|6515|16380|15673
30343|79|29|15715|15068
19306|48|6952|16278|15167
31627|79|3655|618|548
43290|24|5988|13693|12675
37725|24|3940|15823|15088
41631|25|7053|12691|16281
20441|25|5360|13883|12883
31243|24|6415|7744|6898
60012|25|5865|15150|12030
26440|25|955|2695|2342
43221|25|5364|12330|11169
52735|25|5243|13808|12820
22421|25|3309|9904|8847
37478|25|248|545|497
15332|25|2478|9221|6585
60886|25|6802|12415|15418
36877|48|66|14173|11712
37459|25|6643|16558|16210
53313|25|5513|14338|13411
3947|25|6518|14021|15680
13609|24|1180|3413|8336
1543|48,25|6187|14819|6242
30376|25|4471|16802|16137
49384|25|6809|270|13605
1878|25|6818|14509|13605
10645|25|4499|12179|11015
4867|67|5315|13922|12921
33998|21|3940|8704|7736
57434|25|1298|10084|2993
50831|25|79|14013|15920
47951|25|5950|15285|14442
4975|25|5636|10846|9655
55482|72|831|2013|1765
23084|86|1152|892|786
48282|25|3940|17826|17175
18316|21|1969|11900|10723
43617|25|4698|17684|13605
16240|21|103|14064|14825
27579|25|3091|1952|1715
22650|22|1181|1923|1692
10678|25|329|6259|10393
27432|25|4851|15123|11866
61806|25|5224|4102|14658
24108|97|1957|1412|1244
47925|48|3940|4301|3740
14533|25|4212|13844|12851
22211|86|5273|16766|16110
21313|25|6198|17152|16501
18667|25|3785|10262|9157
51901|22,25|3171|9229|8258
39747|86|1486|16312|15600
25075|24|5607|12804|13664
12495|100|6898|16714|16069
15192|25|4808|12855|11785
16583|48,25|5856|3338|10871
59826|25|5144|11493|8566
45096|25|5107|13539|12517
59228|25|2489|7433|6603
43083|25|5844|16542|15872
17793|25,72|6323|15982|15247
11193|79|608|1568|1369
2728|25|6780|16866|16204
32766|25|2795|5512|4832
42042|79|900|2228|8211
9353|25|4833|12895|11831
45967|12|2256|4796|4186
30718|25|2634|9074|5070
41993|25|6418|12843|16513
15868|25|494|5770|6819
29382|38|6877|17121|14582
33864|25|6819|14586|13703
12160|26|6499|16358|16217
58701|48|3940|15968|13031
12615|25|1715|4841|4232
34643|24|5232|14219|13298
21766|31|5754|13747|15735
21249|48,25|5227|2113|1855
56161|25|4544|16610|13427
2788|25|443|5020|4388
16766|4|3570|7255|6432
2319|25|7105|9839|1921
25853|25|5261|13857|12866
22177|25|2524|9038|8061
32419|25|4023|1320|1151
6724|4,3,2|3079|8903|7930
4168|25|6901|16963|16318
45046|25|5124|14841|12731
2750|25|6641|3637|3184
45151|25|4471|16802|16137
44521|24|5312|13915|12913
8865|25|5320|13930|12931
53672|25|4723|14180|13219
44174|25|6870|16894|11901
21229|25|4974|9862|5879
58432|50|5835|15031|14181
792|25|4544|8043|10172
29082|25|2810|9820|2684
3315|25|1715|4841|4232
59606|25|6252|12768|11692
24942|48,25|3940|13203|13146
299|25|2912|8555|7580
61763|25|7107|16951|12021
17256|25|6904|17197|13605
13298|25|6371|1822|10026
16140|79,25|6181|15746|14997
35997|86|4295|9653|9352
48259|25|5037|13330|12320
2646|24|4785|12804|13031
21037|25|4797|12908|11842
57156|25|2672|6082|3878
22746|72|4201|11973|10403
39322|86|1397|3718|1034
57657|25|5107|6351|5567
27400|25|4974|11193|5879
20690|25|5185|13695|12678
10415|25|4665|13488|11502
61479|25|5806|15309|16234
14501|22|2765|8090|7181
8287|79|5630|14573|13687
30156|25|5988|13329|12317
53453|25|382|6240|5469
45803|79|2039|4704|4104
57160|25|238|533|484
26251|25|6092|15571|14804
40982|25|4622|5121|574
48687|22|302|7328|9867
32909|25|6345|14907|11359
8175|25|6649|16580|15918
60551|25|2869|7597|6755
5923|25|5344|17104|14070
21518|24|5677|14826|13869
24726|25|2671|13241|10477
24635|25|6831|14959|14112
55208|25|1683|4708|4108
55999|25|5626|7608|12896
37854|24|4721|12410|13469
39953|25,86|4420|17192|16544
52574|25|6529|2561|4294
16032|21|2311|5730|5025
23117|25|4594|16894|16242
23697|86|4226|3886|3399
37156|22|33|31|23
41652|86|1889|17340|16703
37858|25|5344|15751|14536
41980|25|5890|14041|13091
16865|22|3304|9517|8508
55737|100|4563|12337|11179
51939|21|3537|2368|287
26145|25|4812|15315|14489
54845|26|4445|11998|10844
30410|25|5950|15285|14449
12806|25|2119|2124|1863
3771|25|3018|8763|7794
29003|25|103|12059|14824
59132|86|6274|14358|13438
33656|4|3813|6376|5590
45663|38|6444|16255|15539
16962|54|529|1297|1129
6956|21|4367|10116|9036
38443|21|2035|9582|8575
44272|25|5503|13695|12678
50203|86|3364|2146|1880
14282|50|4649|6945|6139
58078|25|117|10116|9036
14592|24|5154|11104|9920
42257|25|65|6015|1698
40688|79|131|7595|6752
6223|25|6219|526|7655
60963|25|669|6367|5582
12461|36|7044|12448|11293
17866|79,95|3794|10568|9397
28261|25|4147|15106|14258
54207|25|3940|6534|5728
27451|25|6582|13304|16193
15939|24|6001|5167|4516
11343|25|4757|13814|12824
25579|25|2226|3968|3463
28796|25|2516|1165|1019
7038|48,24|3940|15272|10966
52831|25|3577|13275|12266
56153|24|6552|2886|16528
31827|23|6465|2162|11754
26991|38|4771|12759|11682
37379|25|1957|9897|8840
14861|21|3810|10491|9350
27108|24|5902|15221|11688
60002|21|4403|3036|2641
7454|25|4532|3957|3453
3701|21|1510|4156|3613
45443|97|6471|3181|2777
44488|25|6114|12573|11431
45184|25|5351|16677|16336
22583|24|4975|13142|13621
2191|25|5571|14481|13756
54377|24|79|73|10360
51414|25|4471|15562|16137
737|24|6041|16624|15418
43521|25|6017|17102|12536
41591|24|4474|12258|14929
27091|25|5353|13984|1940
28385|48|1746|8134|4971
37394|25|2685|8544|7570
45954|25|7042|17129|15640
26373|25|6252|12768|11692
16748|24|5025|14355|13091
8388|25|5025|15304|14478
59965|24|4785|12804|13031
52453|25|6645|12875|16313
4133|48,25|4182|12101|10954
60128|25|1301|3440|3016
59320|25|5871|13174|14603
59571|25|1658|5567|4877
14546|24|6426|16217|13039
15880|25|6367|16942|13145
53175|25|4471|16802|16137
61271|25|6744|3710|10026
13370|25|7033|17458|16828
22638|24|4785|12804|13031
53678|25|4669|16813|16148
60400|25|3902|15815|15076
9918|86|289|3411|2990
3181|25|6339|16021|15287
45839|25|5407|14092|13150
58024|86|417|886|782
51992|25|7053|16900|16247
52155|25|5310|4995|16234
9763|25|6034|15453|15926
46139|25|5945|10860|9665
56942|25|1298|3416|2993
3975|24|6337|11537|10360
7465|25|5143|1261|13605
52055|25|4813|13695|12678
23441|25|6501|294|244
45816|12|283|1442|2068
58425|25|6653|14431|15920
60081|25|5571|14481|13759
37813|25|5312|13915|12913
12499|25|5931|16645|16000
19350|25|6514|16375|15669
44205|24|4764|17480|13126
45508|25|6005|16476|15786
50193|25|5005|15101|14251
57142|25|4231|8229|801
21596|25|6337|16552|15920
47979|25|6965|17275|16638
42355|25|4622|12173|11012
41090|25|6868|17095|16650
19839|25|5359|14003|13044
3980|25|6364|1816|10022
53688|2|3064|2144|1642
17502|25|5036|16761|13305
3018|25|6645|13535|13747
12297|25|2482|4195|3648
42528|25|4974|9976|10027
24878|25,48|5309|16908|13704
46479|25|5407|14092|14421
44109|25|56|9730|5125
59007|25|6678|15396|10982
16834|25|5660|9730|13430
7297|22|3940|13352|8337
31328|25|3258|9398|8406
15908|48|3938|7534|2359
14670|25|3163|598|13057
19778|24|5598|14796|16234
35138|48|4471|16802|16137
8457|24|5243|177|13605
19766|25|6337|2947|16528
27034|25|5861|15099|14249
9811|25|5571|14481|13756
40364|24|5598|9035|16234
46365|33|1002|10572|9400
32736|25|4786|1747|1603
22764|25|3216|8302|7372
53586|25|7044|15156|15175
4914|24|5752|14897|14038
18670|25|4554|5583|4891
15338|25|4471|16802|16137
42023|50|6471|9486|8478
7649|25|6378|16108|15406
57919|100|6054|14835|13989
58570|25|1445|3942|3441
40277|25|5353|5974|6081
6541|25|6337|12464|10925
55563|25|26|13807|12784
17264|25|6776|16857|16195
7779|25|6010|15189|14325
51143|25|4786|8771|1603
22283|25|1715|4841|4232
20504|25|4585|13685|12667
16646|24|4785|12804|12861
15230|25|4554|13837|13974
26902|25|4647|12529|11375
40946|25|4786|8541|5911
40444|25|6873|14851|14000
43055|25|6686|3958|3454
893|25|4968|13129|12097
43293|25|4982|13313|12302
31429|79|1158|2999|2602
21800|25|1689|4728|4123
22003|72|1299|3593|3149
54078|25|447|10261|9156
5620|24|6114|15196|14332
58702|100|5793|16957|14325
28840|25|3560|13364|12356
47287|24|6924|17245|16608
8605|25|3197|15621|14824
53072|25|4499|12179|11015
48414|25|5685|13535|13747
22342|25|5113|13554|12538
21928|21|2479|16151|12406
27266|25|2354|7419|6586
56242|25|5733|4685|12426
22602|25|35|1513|1334
36369|25|5708|13821|13334
43645|48|3940|9761|8718
10845|25|5601|16587|12715
31139|25|5569|14013|15242
57591|23|3940|17559|16933
45392|25|4797|12735|11659
32556|24|5752|14897|14038
3882|48,24|3940|16995|13615
38462|25|4489|8240|1708
27682|25|419|2137|1873
23068|79|3655|618|548
7486|25|3250|8959|7987
872|24|6068|15513|14738
38090|25|5781|16594|11735
58912|4|1791|5296|4635
22149|79,24|4689|14667|13805
1216|48|66|17182|16922
8881|24|5866|3776|8570
32340|25|6445|14598|13718
26231|25|51|11303|7769
39769|21|3160|3866|3380
60061|23|5984|14157|12715
102|86|1793|5271|4614
12938|25|6299|14580|15211
9238|23|4759|13837|12715
39911|25|4846|12922|11612
17610|25|5590|14598|14429
8952|25|4546|12483|11322
15293|25|5573|4602|5833
59135|24|5868|17220|14803
11915|24|5065|17158|12419
30168|25|2634|2721|5072
60080|48|6078|15|3993
47106|72|958|2299|2001
35486|25|6952|13322|11776
9123|48,24|3940|9150|8176
21799|21|330|191|9013
26381|25|3940|5148|4498
2402|25|3940|17406|10716
47434|38|6877|17121|16478
7544|25|1119|4939|6656
32867|35|6134|14576|13690
56379|12|2784|7842|6992
13296|86|4843|12916|16300
45549|25|5018|13203|13145
4625|25|6367|13330|12320
41258|25|6337|7973|1606
23281|25|2026|13372|11141
61433|25|6346|10608|9437
47881|25|6686|4270|9933
14227|11,85|3814|4929|4307
52993|25|6831|17645|11490
57076|25|3940|14266|13318
30360|25|3009|8729|7759
45240|25|5613|708|2361
4568|25|3199|9270|8300
19386|25|4838|12911|11850
32353|25|6686|1780|5879
45851|24|4836|11536|5883
55692|25|875|2451|2116
4771|25|792|15635|14877
42959|25|1957|8602|7630
20350|25|5520|13224|16925
52200|25|2059|2578|2229
773|25|2956|3557|3113
12550|21|1911|406|5029
50295|25|5421|14130|13174
56065|25|4573|16084|15250
26767|25|6831|13821|13334
52973|79|3940|15786|11389
61482|24|5533|14375|11048
51045|25|4941|17306|11295
50604|25|5966|13542|12522
3619|48|90|1272|1106
6870|25|6864|16281|13756
8170|25|6371|4221|1789
26014|25|3939|5443|4164
38268|25|3840|3144|2746
28239|4|687|1952|1715
31034|25|4804|13886|12885
47010|25|4146|11276|10204
21098|25|6098|13712|16987
49141|24|6217|17306|13450
16880|25|6299|6220|5456
22897|21|3487|10083|9008
42701|4|3785|10419|9292
51411|86|2732|7974|1464
59442|25|6067|6360|9002
52698|22|3431|11619|10425
52190|35|1129|17536|12030
9988|25|2672|292|8749
12738|25|4527|3873|9860
19667|26|4445|11998|12160
23603|84,79,94|304|805|717
23321|25|6337|4264|5851
29579|25|2151|6580|5762
10896|25|6645|15398|14603
47341|86|3671|7117|5063
15778|24|6781|5528|4849
42693|25|5529|11041|9646
58085|21|323|862|760
50389|86|4217|16786|12377
30157|25|5434|14152|13198
35355|25|6404|1833|1581
42818|24|5906|14011|14092
55039|25|7119|6652|5879
30474|97|1723|1659|1446
32122|25|3160|2899|6485
56446|36|6864|14737|13871
32044|25|6280|12537|15910
20479|21|36|6573|4861
41745|25|2795|8766|7796
